R;M;L
495.499115;277.176422;36.483265
495.319061;276.910431;36.062061
495.093658;276.709473;35.672901
494.889069;276.603210;35.390511
494.737213;276.581085;35.221462
494.648651;276.617889;35.144970
494.617249;276.682312;35.126366
494.621490;276.749664;35.132053
494.640106;276.808899;35.148159
494.662689;276.860657;35.176727
494.690399;276.909668;35.217831
494.722015;276.956665;35.259083
494.747589;276.993378;35.284603
494.758362;277.013458;35.292984
494.758209;277.023041;35.296017
494.757172;277.030853;35.299278
494.758606;277.037292;35.297577
494.758698;277.039612;35.290245
494.757935;277.040466;35.286354
494.760223;277.044678;35.292580
494.765350;277.050659;35.305298
494.768311;277.054626;35.315659
494.765472;277.055206;35.318409
494.760468;277.056274;35.317375
494.758942;277.059326;35.319233
494.760559;277.062927;35.324692
494.764343;277.067383;35.331917
494.770203;277.073822;35.338985
494.774231;277.079041;35.341057
494.771942;277.079987;35.336967
494.767883;277.079681;35.332855
494.766266;277.080994;35.333775
494.768646;277.085022;35.338890
494.774933;277.092468;35.346317
494.783081;277.102020;35.356007
494.787445;277.111053;35.365585
494.786591;277.117432;35.373905
494.788300;277.124390;35.385040
494.793610;277.132812;35.398582
494.797302;277.139221;35.408611
494.800079;277.145813;35.413296
494.804321;277.154968;35.415844
494.807495;277.163666;35.420044
494.808197;277.170380;35.428055
494.810730;277.177795;35.440777
494.819824;277.188721;35.457878
494.831268;277.199707;35.476025
494.839386;277.209503;35.492462
494.846893;277.222748;35.510712
494.858032;277.240723;35.533150
494.867065;277.257355;35.554512
494.869995;277.267639;35.571712
494.871338;277.275574;35.589314
494.876434;277.286316;35.610912
494.883057;277.299072;35.635109
494.889099;277.312805;35.662056
494.899384;277.332428;35.696415
494.916840;277.358826;35.737400
494.933655;277.382050;35.774612
494.943420;277.395020;35.801762
494.949738;277.404053;35.824413
494.958191;277.417450;35.849045
494.967804;277.433441;35.874504
494.976685;277.449066;35.899612
494.986847;277.465942;35.926830
494.997406;277.482391;35.952507
495.002563;277.492554;35.968086
495.002533;277.496887;35.972557
495.003387;277.502594;35.970993
495.005463;277.510162;35.964745
495.003510;277.513245;35.950672
494.995789;277.506256;35.925739
494.984344;277.490662;35.890293
494.970764;277.469421;35.847469
494.955841;277.444611;35.800358
494.942657;277.417725;35.752102
494.931488;277.389618;35.705181
494.916718;277.357422;35.657749
494.893921;277.316742;35.606552
494.868042;277.271271;35.554649
494.846252;277.229248;35.508648
494.830475;277.195587;35.471622
494.819489;277.169098;35.443584
494.810852;277.147308;35.421524
494.801147;277.127899;35.400944
494.790161;277.109497;35.381886
494.780884;277.094177;35.367123
494.774994;277.082428;35.355907
494.771637;277.072510;35.346073
494.770081;277.064545;35.338203
494.768494;277.057892;35.333263
494.764069;277.050629;35.328796
494.756714;277.041321;35.321171
494.749451;277.032990;35.312023
494.745605;277.028992;35.306442
494.743958;277.027161;35.304317
494.741730;277.023865;35.302086
494.740906;277.020813;35.301403
494.745209;277.021271;35.305138
494.751984;277.025177;35.310188
494.756653;277.029510;35.311237
494.758942;277.032776;35.308868
