R;M;L
94.114243;95.438515;-121.582863
94.125763;95.220451;-121.544746
94.077705;94.959877;-121.791771
93.996994;94.696793;-122.236488
93.913483;94.485825;-122.728043
93.841866;94.372360;-123.126663
93.780624;94.362976;-123.365822
93.726341;94.436066;-123.460152
93.691017;94.574646;-123.454056
93.687675;94.759621;-123.392769
93.715233;94.956932;-123.312347
93.763504;95.133331;-123.229332
93.815590;95.268867;-123.151634
93.854439;95.359055;-123.091797
93.875015;95.411781;-123.060883
93.884933;95.439194;-123.054878
93.893936;95.453697;-123.054977
93.903389;95.464203;-123.047668
93.906525;95.471840;-123.036705
93.898483;95.473404;-123.033722
93.884697;95.468903;-123.041733
93.876228;95.464424;-123.051720
93.877029;95.465881;-123.054718
93.880821;95.470772;-123.051079
93.882210;95.472771;-123.046104
93.880997;95.471199;-123.043182
93.877335;95.468849;-123.043236
93.874054;95.466866;-123.046242
93.876183;95.467293;-123.049202
93.880989;95.470833;-123.048950
93.881218;95.473526;-123.047272
93.877518;95.473701;-123.046204
93.875221;95.474815;-123.045006
93.875938;95.477524;-123.043846
93.877113;95.478958;-123.044518
93.876534;95.477165;-123.047874
93.874138;95.473663;-123.052589
93.870712;95.470818;-123.056175
93.867302;95.470222;-123.057854
93.865303;95.472069;-123.058998
93.865227;95.475845;-123.059517
93.865074;95.479515;-123.059723
93.865028;95.482582;-123.059311
93.866753;95.487511;-123.055763
93.868935;95.495552;-123.048393
93.871666;95.505615;-123.039520
93.877747;95.516670;-123.032051
93.883316;95.525856;-123.029449
93.883087;95.530632;-123.030930
93.882195;95.533676;-123.031273
93.887581;95.539360;-123.027069
93.896652;95.548889;-123.018845
93.905151;95.561516;-123.009789
93.910973;95.573090;-123.004501
93.912148;95.579781;-123.004578
93.911240;95.584839;-123.005424
93.913689;95.593590;-123.001015
93.920792;95.606590;-122.989792
93.931198;95.621765;-122.975380
93.942017;95.636269;-122.962883
93.949242;95.647858;-122.954880
93.950851;95.656387;-122.950935
93.949928;95.663284;-122.948257
93.952095;95.671509;-122.942093
93.958206;95.682884;-122.930969
93.963539;95.694466;-122.920059
93.964775;95.702972;-122.914398
93.965370;95.710602;-122.911629
93.968483;95.719376;-122.907059
93.972824;95.726555;-122.901321
93.977638;95.730148;-122.896614
93.981117;95.730949;-122.892143
93.979408;95.727455;-122.889618
93.972237;95.717102;-122.893661
93.962212;95.701752;-122.904190
93.951385;95.684982;-122.917000
93.942787;95.667252;-122.929893
93.938042;95.648499;-122.943459
93.934845;95.630531;-122.957245
93.931374;95.615738;-122.968735
93.928444;95.604095;-122.976982
93.925636;95.592384;-122.984413
93.920525;95.577957;-122.993584
93.911591;95.562180;-123.004395
93.900963;95.547226;-123.015236
93.893059;95.534332;-123.024223
93.889153;95.523964;-123.031662
93.887909;95.516525;-123.036972
93.888893;95.512856;-123.038620
93.890961;95.512451;-123.038795
93.891975;95.512535;-123.041229
93.890572;95.510658;-123.045937
93.886734;95.506050;-123.051605
93.883049;95.499245;-123.057785
93.881454;95.492401;-123.062225
93.881165;95.487984;-123.062515
93.882256;95.488655;-123.059341
93.885361;95.494560;-123.054955
93.888275;95.501541;-123.050743
93.889885;95.507210;-123.046829
93.891647;95.513634;-123.042038
93.892944;95.520790;-123.036034
93.892883;95.527229;-123.029404
93.895248;95.532661;-123.024155
93.900223;95.535492;-123.022865
93.902596;95.534950;-123.023743
93.902176;95.532944;-123.022980
93.901237;95.530563;-123.021416
93.899521;95.528900;-123.019691
93.899445;95.530617;-123.014618
93.904015;95.535278;-123.007233
93.911049;95.541824;-123.001144
93.917664;95.551384;-122.994324
93.922104;95.561760;-122.985756
93.920853;95.566803;-122.980728
93.912941;95.564041;-122.982384
93.905807;95.558029;-122.986198
93.905624;95.553764;-122.987724
93.908615;95.551849;-122.988014
93.909576;95.551208;-122.988770
93.908440;95.550186;-122.989983
93.905670;95.546509;-122.993324
93.901451;95.540627;-122.999146
93.897118;95.535378;-123.004822
93.894707;95.531845;-123.007774
93.895790;95.529167;-123.007881
93.897774;95.526405;-123.007172
93.895378;95.522438;-123.007286
93.889488;95.516701;-123.009705
93.886116;95.511574;-123.014236
93.887024;95.510185;-123.018280
93.888092;95.510033;-123.021309
93.885849;95.505737;-123.025520
93.882759;95.498779;-123.029060
93.882530;95.495605;-123.027946
93.883041;95.497139;-123.024971
93.881897;95.499908;-123.024887
93.881538;95.501503;-123.027725
93.884216;95.501640;-123.030815
93.887657;95.500870;-123.032555
93.888405;95.499176;-123.033195
93.888908;95.497551;-123.032936
93.893417;95.498543;-123.031403
93.898087;95.500580;-123.030350
93.896339;95.497368;-123.032997
93.889145;95.488686;-123.039459
93.881844;95.481331;-123.046043
93.876862;95.477776;-123.050110
93.874336;95.475136;-123.052589
93.875313;95.473915;-123.053734
93.879639;95.475227;-123.052124
93.883644;95.476059;-123.048195
93.884911;95.475990;-123.043686
93.883125;95.477852;-123.041573
93.879059;95.480309;-123.043449
93.876762;95.480804;-123.045982
93.878113;95.479897;-123.046394
93.879852;95.478287;-123.046349
93.879868;95.474670;-123.048378
93.877800;95.468430;-123.053268
93.874664;95.462540;-123.059296
93.871628;95.459213;-123.064629
93.868462;95.457672;-123.068359
93.867889;95.459343;-123.067337
93.871414;95.464737;-123.060493
93.873856;95.468620;-123.055305
93.872826;95.468552;-123.056335
93.871620;95.468597;-123.059235
93.871582;95.471359;-123.059975
93.873253;95.475517;-123.058098
93.877205;95.478989;-123.053574
93.881424;95.480331;-123.047981
93.883842;95.478645;-123.044525
93.883217;95.473167;-123.044640
93.878242;95.465454;-123.048912
93.871384;95.460587;-123.055962
93.866516;95.460052;-123.061913
93.864204;95.459213;-123.065239
93.863548;95.456169;-123.067558
93.865318;95.455208;-123.067459
93.869545;95.460381;-123.061905
93.875549;95.470802;-123.052277
93.885529;95.485107;-123.040138
93.901840;95.505165;-123.024071
93.922722;95.529564;-123.004654
93.942261;95.550690;-122.988037
93.954559;95.563286;-122.979202
93.959778;95.570442;-122.975716
93.962593;95.576729;-122.971100
93.965034;95.581772;-122.962601
93.967674;95.585854;-122.951172
93.970612;95.590805;-122.938759
93.970673;95.593712;-122.928818
93.965881;95.590027;-122.924362
93.959358;95.580307;-122.923622
93.953461;95.568031;-122.921791
93.946381;95.557243;-122.919380
93.935951;95.549866;-122.923019
93.921593;95.542313;-122.938705
93.905319;95.530571;-122.965897
93.891716;95.516975;-122.996124
93.884239;95.502983;-123.020523
93.880684;95.484077;-123.039017
93.874046;95.459320;-123.056015
93.861229;95.435478;-123.073067
93.848373;95.419334;-123.088181
93.843307;95.411873;-123.097015
93.845329;95.410301;-123.095657
93.848480;95.411751;-123.088226
93.849274;95.415398;-123.085365
93.848511;95.419907;-123.091217
93.848793;95.422684;-123.096458
93.851799;95.423492;-123.090782
93.855850;95.424599;-123.078476
93.856895;95.426003;-123.074974
93.853584;95.427887;-123.086868
93.853271;95.441635;-123.101852
93.865997;95.488075;-123.105789
93.885521;95.569405;-123.099342
93.891197;95.655037;-123.086533
93.875786;95.714142;-123.052643
93.855583;95.738602;-122.961159
93.852608;95.728706;-122.772530
93.882324;95.682526;-122.471886
93.946693;95.596375;-122.094032
94.018959;95.462448;-121.750290
94.052185;95.272049;-121.601685
94.025337;95.030045;-121.738525
93.957069;94.766098;-122.113884
93.874466;94.528595;-122.599800
93.797493;94.370682;-123.048737
93.733414;94.321289;-123.353928
93.676666;94.366798;-123.499474
93.631660;94.481934;-123.526039
93.615273;94.651848;-123.478691
93.634979;94.850464;-123.396080
93.681786;95.037003;-123.306541
93.738281;95.184143;-123.224243
93.787643;95.289307;-123.156998
93.819695;95.359215;-123.112823
93.835213;95.399651;-123.094490
93.844261;95.420547;-123.090530
93.855247;95.435165;-123.082664
93.864044;95.447960;-123.067169
93.862526;95.452919;-123.058250
93.855133;95.449242;-123.063225
93.852295;95.446754;-123.070946
93.854622;95.450829;-123.070023
93.858963;95.456718;-123.063660
93.866074;95.461044;-123.058578
93.872879;95.464027;-123.055092
93.874573;95.464951;-123.052979
93.873062;95.464859;-123.053345
93.871925;95.466049;-123.054558
93.869019;95.467186;-123.055855
93.863655;95.467064;-123.056747
93.861534;95.466614;-123.055313
93.864716;95.466728;-123.052345
93.869926;95.468956;-123.049194
93.874779;95.474335;-123.044701
93.877388;95.480865;-123.040047
93.877296;95.486420;-123.038483
93.876808;95.490334;-123.039940
93.876953;95.491875;-123.042274
93.877037;95.491310;-123.042168
93.877419;95.491280;-123.037781
93.877594;95.494247;-123.032593
93.877205;95.499977;-123.030350
93.879547;95.506554;-123.029472
93.885704;95.512314;-123.026245
93.890671;95.516602;-123.021790
93.890320;95.518814;-123.020500
93.886635;95.520470;-123.021568
93.884262;95.525078;-123.020401
93.885445;95.532822;-123.017235
93.888596;95.539688;-123.014549
93.891998;95.544731;-123.010918
93.896881;95.551651;-123.003441
93.902855;95.561630;-122.993919
93.905998;95.571724;-122.988846
93.905434;95.579674;-122.990341
93.904945;95.585953;-122.992226
93.906380;95.591751;-122.989487
93.908760;95.598068;-122.984207
93.913635;95.606804;-122.978149
93.922913;95.620346;-122.969498
93.932213;95.635239;-122.959953
93.935867;95.644501;-122.953949
93.933319;95.646744;-122.952515
93.927933;95.646736;-122.951935
93.926819;95.651314;-122.947243
93.934425;95.663673;-122.937187
93.945076;95.680122;-122.926445
93.951912;95.694756;-122.919182
93.954681;95.705040;-122.914574
93.955620;95.710159;-122.910645
93.955345;95.709740;-122.909325
93.953850;95.705063;-122.913025
93.951973;95.698586;-122.918884
93.948433;95.689636;-122.924919
93.941002;95.676765;-122.933144
93.932480;95.662399;-122.943733
93.926964;95.649628;-122.953972
93.924156;95.638565;-122.962029
93.922379;95.627602;-122.968811
93.919914;95.614914;-122.976593
93.914551;95.599754;-122.985794
93.908791;95.584435;-122.994095
93.907654;95.573387;-122.999352
93.908447;95.566025;-123.003830
93.904335;95.557198;-123.012291
93.895874;95.545792;-123.025566
93.889526;95.535553;-123.038109
93.886833;95.528664;-123.046181
93.884476;95.522568;-123.053032
93.882141;95.516304;-123.059029
93.880867;95.511848;-123.059990
93.878357;95.507675;-123.058243
93.873985;95.502625;-123.058823
93.871834;95.500648;-123.060204
93.876198;95.504364;-123.057976
93.885292;95.511559;-123.053040
93.891357;95.517899;-123.050430
93.891632;95.520241;-123.050003
93.890846;95.520599;-123.046799
93.891747;95.524391;-123.039139
93.893044;95.531944;-123.030098
93.893288;95.538406;-123.023186
93.892998;95.542320;-123.019417
93.895195;95.546295;-123.016586
93.899399;95.549568;-123.013542
93.899788;95.547821;-123.013603
93.896217;95.543518;-123.016518
93.894577;95.543060;-123.016731
93.894165;95.543983;-123.014610
93.892487;95.542587;-123.013275
93.893646;95.544342;-123.009361
93.900101;95.552055;-122.998848
93.906540;95.559166;-122.986191
93.908012;95.561455;-122.978622
93.906555;95.561111;-122.977280
93.906723;95.560493;-122.978470
93.909737;95.559341;-122.979370
93.913368;95.557877;-122.980049
93.915169;95.557571;-122.981483
93.915817;95.559525;-122.982079
93.915977;95.561798;-122.980965
93.913933;95.561623;-122.980667
93.909691;95.558617;-122.982841
93.905403;95.553421;-122.986801
93.902458;95.547180;-122.991379
93.901054;95.541328;-122.995720
93.900566;95.536087;-123.000549
93.899551;95.530807;-123.006973
93.897804;95.526520;-123.012512
93.896431;95.525208;-123.013405
93.896164;95.525452;-123.011070
93.896378;95.524620;-123.010033
93.897133;95.523819;-123.011169
93.899361;95.524544;-123.012619
93.900360;95.523247;-123.015411
93.897102;95.517860;-123.021278
93.893333;95.513252;-123.025589
93.894325;95.512970;-123.024208
93.897400;95.513641;-123.021248
93.896736;95.510811;-123.022758
93.891090;95.504196;-123.029961
93.883522;95.496773;-123.039093
93.877304;95.490891;-123.045723
93.873573;95.486244;-123.047943
93.872574;95.482605;-123.046478
93.874275;95.480492;-123.044304
93.875458;95.479073;-123.044960
93.873505;95.477905;-123.048004
93.871384;95.477554;-123.050148
93.872353;95.478180;-123.050018
93.873665;95.479660;-123.047615
93.873497;95.480637;-123.044647
93.874336;95.479607;-123.044243
93.876610;95.477890;-123.046799
93.877960;95.475967;-123.050591
93.878098;95.474800;-123.053459
93.878082;95.475609;-123.052963
93.875999;95.474823;-123.051865
93.870903;95.470062;-123.054451
93.866783;95.465866;-123.057426
93.866508;95.464661;-123.057198
93.867500;95.462524;-123.056610
93.866959;95.458351;-123.057053
93.865990;95.456459;-123.056870
93.866447;95.458809;-123.056862
93.868401;95.461845;-123.058922
93.871391;95.462677;-123.061050
93.875313;95.463577;-123.060509
93.877602;95.465881;-123.058731
93.874527;95.465752;-123.059341
93.868668;95.462883;-123.062218
93.868683;95.465279;-123.062210
93.877045;95.476700;-123.054939
93.890022;95.492828;-123.041412
93.907990;95.511902;-123.023232
93.929359;95.533279;-123.003601
93.944298;95.550049;-122.990295
93.947281;95.557533;-122.987183
93.946625;95.560905;-122.986946
93.952271;95.566917;-122.979912
93.962509;95.575943;-122.964996
93.969772;95.584259;-122.948776
93.970688;95.588913;-122.938423
93.965034;95.586655;-122.936897
93.952805;95.575188;-122.942093
93.935768;95.556709;-122.948471
93.920609;95.538284;-122.950752
93.912865;95.524780;-122.949638
93.906364;95.512794;-122.955307
93.892677;95.498451;-122.975624
93.875854;95.484512;-123.004829
93.863777;95.471886;-123.033607
93.856186;95.455925;-123.058670
93.848969;95.434792;-123.077583
93.840660;95.412804;-123.089653
93.832275;95.395226;-123.100517
93.826302;95.385193;-123.111938
93.823868;95.381958;-123.117912
93.822250;95.379814;-123.118256
93.817970;95.373848;-123.121162
93.811417;95.365982;-123.130379
93.807098;95.362068;-123.139496
93.807457;95.363937;-123.139557
93.810249;95.366768;-123.130180
93.812004;95.366959;-123.121162
93.811539;95.366402;-123.122566
93.811432;95.371323;-123.132622
93.818001;95.395454;-123.138641
93.836159;95.457077;-123.132950
93.858421;95.550385;-123.118103
93.866119;95.636230;-123.094582
93.850670;95.683662;-123.042557
93.828789;95.693054;-122.918373
93.828140;95.670517;-122.683861
