R;M;L
404.513367;177.754639;4.208416
404.548859;177.666229;4.087572
404.500000;177.497437;3.662384
404.368134;177.267731;3.095960
404.195435;177.046722;2.609797
404.019135;176.883301;2.291730
403.866455;176.796021;2.120731
403.767181;176.800812;2.074985
403.731079;176.886169;2.117171
403.732422;176.995316;2.174060
403.739929;177.074219;2.199271
403.744019;177.111893;2.204084
403.745392;177.123688;2.210415
403.742371;177.123108;2.214091
403.736115;177.119171;2.203899
403.730438;177.119110;2.186546
403.727020;177.124222;2.178828
403.725769;177.130829;2.185734
403.725342;177.134766;2.194693
403.725677;177.136368;2.194307
403.728241;177.138824;2.189367
403.731079;177.141907;2.190301
403.731018;177.143478;2.198471
403.728485;177.144043;2.206395
403.725067;177.144073;2.207368
403.720978;177.142914;2.202674
403.719696;177.143555;2.201206
403.723877;177.149796;2.209694
403.730042;177.157410;2.221667
403.731873;177.159851;2.227408
403.731262;177.160263;2.229655
403.731903;177.163116;2.232955
403.729584;177.163895;2.233084
403.724091;177.161301;2.230101
403.722015;177.161896;2.231913
403.724792;177.168015;2.239585
403.728210;177.174652;2.247232
403.733002;177.180923;2.254607
403.741455;177.188919;2.265600
403.749756;177.197388;2.279315
403.754578;177.204239;2.291873
403.757538;177.210297;2.303013
403.761749;177.217163;2.314874
403.766602;177.223450;2.327306
403.771942;177.230103;2.341194
403.781891;177.241516;2.361323
403.796631;177.258118;2.387826
403.810577;177.274155;2.413830
403.821289;177.287720;2.437006
403.830627;177.301620;2.460529
403.837402;177.313583;2.483769
403.841431;177.321213;2.505281
403.847687;177.328094;2.527495
403.857727;177.337677;2.551592
403.868134;177.347794;2.575355
403.875793;177.355209;2.595276
403.878998;177.360138;2.610126
403.882507;177.367676;2.624122
403.890839;177.379990;2.640911
403.902588;177.392792;2.658038
403.915314;177.404266;2.673731
403.930481;177.416367;2.688486
403.941406;177.425018;2.696489
403.940063;177.423828;2.692275
403.934479;177.418564;2.682732
403.933136;177.416580;2.674299
403.934723;177.415894;2.662676
403.936859;177.413757;2.645400
403.940460;177.411636;2.625239
403.942352;177.409073;2.601806
403.938232;177.401642;2.572223
403.926880;177.388000;2.538138
403.915314;177.373962;2.506301
403.906830;177.362289;2.478688
403.898499;177.349213;2.451004
403.890747;177.335068;2.423898
403.886047;177.323639;2.401158
403.880707;177.313278;2.381118
403.872650;177.302444;2.363095
403.868347;177.295807;2.351678
403.870087;177.294739;2.347178
403.871063;177.293579;2.343130
403.867401;177.288864;2.335898
403.861023;177.282257;2.327492
403.853058;177.273743;2.318153
403.841705;177.262131;2.305723
403.830475;177.251221;2.293360
403.827454;177.248001;2.288861
403.833771;177.254196;2.293988
403.842285;177.262238;2.301500
403.846893;177.266327;2.306706
403.848297;177.269257;2.312423
403.848328;177.272888;2.319309
403.846741;177.275253;2.324562
403.845886;177.278427;2.329307
403.849518;177.286316;2.337173
403.858276;177.297577;2.348360
403.866821;177.305832;2.358761
