R;M;L
57.323902;29.286354;0.014373
57.328449;29.288269;0.018121
57.331879;29.289539;0.020496
57.331944;29.289564;0.020388
57.329109;29.289074;0.018484
57.325768;29.289000;0.015971
57.324814;29.289188;0.014029
57.326931;29.287863;0.012821
57.331009;29.285223;0.012777
57.335445;29.284304;0.014652
57.337566;29.284266;0.016463
57.335503;29.281147;0.015603
57.330807;29.275986;0.012923
57.326839;29.273003;0.010724
57.325062;29.272924;0.009655
57.324455;29.274292;0.009021
57.324070;29.276346;0.008217
57.323257;29.278151;0.006952
57.321224;29.279316;0.005254
57.319889;29.280800;0.004561
57.321049;29.282671;0.005782
57.321682;29.283522;0.006334
57.319469;29.282831;0.003962
57.316887;29.282541;0.000840
57.317493;29.286455;0.001576
57.324116;29.297768;0.010147
57.337486;29.316217;0.026561
57.353924;29.337358;0.045314
57.366661;29.353586;0.059393
57.371620;29.360863;0.067133
57.372223;29.365843;0.074176
57.375328;29.377987;0.086868
57.384918;29.399626;0.108020
57.399811;29.425335;0.135281
57.411285;29.442198;0.156200
57.409664;29.438488;0.157495
57.395527;29.417397;0.141990
57.377625;29.392399;0.123847
57.364819;29.374531;0.113829
57.362057;29.369129;0.113769
57.366367;29.372253;0.115690
57.367981;29.370481;0.107666
57.360245;29.354589;0.085885
57.344879;29.328501;0.056360
57.326237;29.300531;0.025472
57.308987;29.277008;-0.001368
57.299656;29.263611;-0.017157
57.300255;29.261732;-0.020723
57.303532;29.264624;-0.020201
57.301914;29.263857;-0.023081
57.295925;29.258926;-0.027602
57.292847;29.256021;-0.026955
57.298721;29.258432;-0.020363
57.308998;29.262463;-0.015609
57.311859;29.263311;-0.017498
57.305412;29.262560;-0.019890
57.301189;29.267103;-0.017253
57.306725;29.282595;-0.019365
57.316601;29.312275;-0.042314
57.325287;29.362722;-0.080117
57.336838;29.443502;-0.092955
57.357525;29.554043;-0.033336
57.392010;29.679655;0.121112
57.455444;29.804981;0.379477
57.573132;29.916380;0.754605
57.730595;29.981133;1.191865
57.849247;29.949354;1.534524
57.866100;29.804436;1.662256
57.788490;29.582836;1.569131
57.648884;29.337503;1.284068
57.486671;29.122744;0.863818
57.355827;28.989336;0.433838
57.288937;28.955704;0.126630
57.275581;29.000399;-0.010845
57.286182;29.082003;-0.028619
57.297997;29.161936;-0.001685
57.306267;29.222235;0.029737
57.317913;29.263437;0.050882
57.333645;29.289843;0.054162
57.343391;29.303909;0.044101
57.340885;29.309225;0.035006
57.332371;29.311161;0.035850
57.326523;29.313301;0.040778
57.324425;29.315756;0.039309
57.324116;29.318180;0.033291
57.325787;29.321302;0.033270
57.328564;29.324902;0.042121
57.329082;29.327410;0.051969
57.326218;29.328423;0.054901
57.322689;29.328928;0.052052
57.322006;29.330496;0.051205
57.324875;29.333599;0.055603
57.327599;29.335495;0.059489
57.327259;29.334263;0.058222
57.326027;29.333374;0.055475
57.325775;29.335085;0.055778
57.326427;29.337044;0.058781
57.328514;29.339067;0.062809
57.331024;29.342197;0.066425
57.331684;29.343538;0.068275
57.330757;29.342209;0.068769
57.329712;29.342981;0.069447
57.328388;29.347950;0.071791
57.327778;29.353392;0.076889
57.329990;29.356781;0.084155
57.333229;29.359015;0.091221
57.333672;29.360849;0.095891
57.332615;29.362946;0.098795
57.333961;29.367155;0.103541
57.338177;29.374771;0.113082
57.343121;29.384474;0.126282
57.346592;29.393127;0.138497
57.348473;29.399658;0.147160
57.351231;29.406246;0.155673
57.355885;29.414642;0.168011
57.360001;29.423931;0.182028
57.362335;29.432434;0.194213
57.365528;29.441156;0.207684
57.370731;29.452696;0.226139
57.375301;29.466330;0.246039
57.379807;29.480160;0.264979
57.388088;29.495483;0.287030
57.399132;29.513140;0.313457
57.409637;29.530996;0.340742
57.420563;29.548828;0.368511
57.433422;29.568922;0.399273
57.445969;29.591360;0.432554
57.456654;29.613668;0.466000
57.466599;29.634033;0.499143
57.476875;29.653744;0.532816
57.489212;29.675749;0.568033
57.505333;29.700201;0.605756
57.523144;29.724709;0.644978
57.537506;29.747580;0.680785
57.546204;29.767889;0.708730
57.553043;29.785633;0.731476
57.562016;29.802200;0.754828
57.571907;29.818859;0.779358
57.580383;29.834875;0.800433
57.587746;29.847729;0.813439
57.593815;29.855467;0.816397
57.595585;29.857126;0.808078
57.592457;29.851768;0.787228
57.586689;29.838634;0.754564
57.577961;29.818420;0.712508
57.563950;29.791729;0.661569
57.543705;29.756382;0.599436
57.519676;29.712988;0.528252
57.495911;29.668301;0.457554
57.472965;29.626295;0.394147
57.449253;29.585537;0.336709
57.426785;29.546133;0.282603
57.408478;29.510824;0.233582
57.394527;29.481485;0.193532
57.383408;29.457100;0.162747
57.373169;29.435759;0.137838
57.362591;29.417082;0.116836
57.351173;29.400187;0.099387
57.340240;29.384249;0.083900
57.332970;29.371899;0.070087
57.330883;29.365913;0.061300
57.331829;29.364874;0.059450
57.332870;29.365686;0.060960
57.332767;29.365696;0.060895
57.332134;29.362741;0.057926
57.332203;29.358082;0.053777
57.332848;29.356264;0.050568
57.333820;29.360123;0.049743
57.335609;29.367201;0.050927
57.337532;29.372831;0.052450
57.338158;29.375685;0.054543
57.337688;29.377108;0.057773
57.337387;29.377836;0.061097
57.337891;29.377848;0.063979
57.338432;29.376442;0.065226
57.338436;29.373697;0.064198
57.339203;29.370857;0.062965
57.340660;29.367830;0.062001
57.340668;29.364447;0.060679
57.339294;29.362612;0.060825
57.338757;29.363216;0.063007
57.339531;29.363939;0.064753
57.340042;29.363056;0.064790
57.339252;29.361971;0.063896
57.338058;29.362469;0.062441
57.338085;29.363598;0.060341
57.339466;29.362823;0.057576
57.340607;29.359655;0.054322
57.340462;29.356220;0.052086
57.339417;29.353891;0.052304
57.337147;29.351265;0.052725
57.333477;29.346241;0.049930
57.330917;29.338919;0.045319
57.330677;29.331003;0.042170
57.330780;29.323395;0.039561
57.330326;29.317127;0.035955
57.330471;29.314812;0.033848
57.331402;29.316757;0.034595
57.331509;29.318367;0.034428
57.328770;29.316364;0.031100
57.323685;29.312149;0.026831
57.318615;29.307178;0.022709
57.315769;29.302830;0.019294
57.316517;29.301092;0.018667
57.319916;29.301825;0.020531
57.323784;29.303509;0.022803
57.325504;29.304399;0.024219
57.323685;29.303246;0.023386
57.320469;29.300617;0.020298
57.318775;29.297758;0.017581
57.319340;29.296158;0.017527
57.321140;29.297140;0.019912
57.322277;29.299587;0.023093
57.322773;29.301136;0.025560
57.324249;29.301180;0.025895
57.325081;29.299744;0.023571
57.322670;29.297171;0.020054
57.318867;29.295113;0.017194
57.316269;29.294519;0.015393
57.314869;29.294748;0.014620
57.315933;29.296135;0.016119
57.320702;29.298450;0.020291
57.325958;29.299744;0.024542
57.328491;29.300562;0.026629
57.328922;29.302151;0.026497
57.327457;29.302412;0.024192
57.324074;29.300228;0.020531
57.322052;29.297380;0.017328
57.323132;29.294638;0.015476
57.325626;29.292887;0.015682
57.328491;29.293066;0.017683
57.331234;29.293541;0.018608
57.332424;29.293432;0.016861
57.330605;29.294106;0.014324
57.325775;29.295298;0.012553
57.321003;29.295187;0.011055
57.319366;29.293600;0.009957
57.320435;29.292387;0.010542
57.322044;29.291758;0.011927
57.323208;29.290113;0.011890
57.323292;29.288509;0.010659
57.321407;29.288900;0.009055
57.318829;29.290110;0.007576
57.318352;29.290812;0.008070
57.319679;29.291248;0.010695
57.321400;29.291464;0.013316
57.324471;29.291651;0.015214
57.328529;29.291933;0.016634
57.331100;29.292057;0.016806
57.331741;29.291822;0.015256
57.331539;29.291166;0.012830
57.329750;29.290466;0.010533
57.326458;29.289995;0.009087
57.323940;29.288137;0.008267
57.323441;29.284309;0.007376
57.324604;29.281738;0.007836
57.326206;29.281986;0.010362
57.327061;29.281956;0.012267
57.326969;29.280012;0.011908
57.325188;29.278179;0.010168
57.322399;29.277838;0.008376
57.321899;29.278355;0.007860
57.323780;29.279163;0.008245
57.324566;29.280310;0.007864
57.324116;29.281925;0.007367
57.325497;29.283741;0.008600
57.330578;29.287838;0.012942
57.339321;29.298605;0.022413
57.349602;29.314581;0.035181
57.357426;29.327887;0.045206
57.359333;29.335733;0.050943
57.356579;29.342924;0.056042
57.355915;29.354698;0.064044
57.364044;29.373844;0.078870
57.381359;29.399679;0.103696
57.400330;29.423273;0.131722
57.409561;29.430437;0.146007
57.403168;29.416517;0.138276
57.387161;29.392548;0.119621
57.373032;29.373606;0.106403
57.366638;29.366545;0.104119
57.367279;29.368328;0.106962
57.370045;29.369028;0.105186
57.366177;29.358463;0.090327
57.350933;29.335354;0.060028
57.329826;29.307104;0.021839
57.311886;29.282021;-0.010735
57.301945;29.266321;-0.027147
57.300480;29.262114;-0.027570
57.305092;29.264723;-0.023455
57.310719;29.266867;-0.025191
57.311924;29.265598;-0.030572
57.308270;29.263084;-0.031335
57.305508;29.261755;-0.027081
57.308029;29.260637;-0.026250
57.311119;29.257582;-0.032798
57.307838;29.254427;-0.036860
57.300125;29.256031;-0.027751
57.295170;29.264307;-0.015239
57.294872;29.278540;-0.025131
57.295979;29.301651;-0.067939
57.298111;29.343601;-0.116549
57.307610;29.415478;-0.121916
57.332199;29.519310;-0.044660
57.379044;29.649025;0.141219
57.463223;29.795513;0.453449
57.597252;29.936644;0.868457
57.751751;30.026648;1.284729
57.859875;30.017454;1.568766
57.882305;29.899813;1.653564
57.824997;29.703161;1.540934
57.703156;29.465113;1.235437
57.548615;29.234703;0.787977
57.416702;29.070648;0.352443
57.336784;28.998697;0.069371
57.296745;29.001408;-0.050486
57.282181;29.050711;-0.068185
57.286434;29.121765;-0.034231
57.299152;29.191896;0.011236
57.313362;29.247568;0.034607
57.328072;29.285324;0.030236
57.339573;29.306408;0.020558
57.343636;29.315775;0.026062
57.341843;29.320004;0.042062
57.338135;29.322634;0.049754
57.334515;29.324808;0.042967
57.333569;29.327827;0.034164
57.337208;29.331533;0.035959
57.340790;29.333279;0.044492
57.339817;29.332905;0.047623
57.337307;29.333559;0.043691
57.335526;29.336187;0.040968
57.334091;29.340586;0.045255
57.335793;29.347477;0.054741
57.342106;29.354834;0.063431
57.347954;29.359358;0.068461
57.346794;29.359423;0.070358
57.338856;29.355148;0.068898
57.332947;29.349930;0.066220
57.334164;29.346756;0.065986
57.336357;29.343836;0.066802
57.335293;29.340664;0.066662
57.334351;29.339088;0.066854
57.332241;29.336689;0.065807
57.325577;29.332399;0.062932
57.318649;29.331606;0.064487
57.315865;29.336117;0.072743
57.314739;29.341652;0.081214
57.313889;29.346840;0.086488
57.317730;29.353046;0.092014
57.327950;29.360067;0.100997
57.339123;29.368113;0.113230
57.345638;29.377279;0.126160
57.347950;29.386669;0.138545
57.351204;29.397680;0.152786
57.361229;29.412891;0.170912
57.381332;29.433760;0.194588
57.407722;29.461189;0.226675
57.429901;29.491707;0.263429
57.442528;29.517958;0.294960
57.449581;29.534649;0.316025
57.451336;29.540365;0.327499
57.447281;29.541119;0.335521
57.447231;29.547836;0.350444
57.456707;29.564104;0.377822
57.469635;29.587820;0.415223
57.486282;29.618660;0.457588
57.513149;29.653233;0.501574
57.545498;29.685024;0.545921
57.566376;29.710018;0.585462
57.568829;29.729246;0.615362
57.567986;29.747610;0.641784
57.575184;29.764284;0.669252
57.583611;29.775928;0.692556
57.592117;29.788998;0.714124
57.605247;29.808554;0.741847
57.614544;29.827423;0.772247
57.613827;29.842052;0.800084
57.612137;29.857147;0.826665
57.615868;29.870842;0.848300
57.622910;29.879549;0.859716
57.629528;29.887203;0.861269
57.629620;29.893938;0.850367
57.619759;29.893869;0.824479
57.604557;29.884552;0.787955
57.588932;29.865013;0.742714
57.574345;29.834051;0.685542
57.560860;29.794962;0.617976
57.544979;29.754030;0.548225
57.520741;29.713898;0.482183
57.488056;29.674812;0.420871
57.455170;29.640604;0.366991
57.428867;29.613697;0.322252
57.409462;29.589001;0.280536
57.398228;29.561262;0.235637
57.393658;29.530426;0.189101
57.381985;29.497065;0.143158
57.356262;29.464884;0.099816
57.332119;29.443531;0.067600
57.321003;29.436159;0.052023
57.316132;29.435833;0.046986
57.314621;29.436735;0.045275
57.320160;29.434305;0.043430
57.325836;29.423878;0.036893
57.320526;29.408501;0.024315
57.306831;29.396469;0.012302
57.295162;29.391338;0.006855
57.288162;29.390779;0.006350
57.283138;29.391523;0.007561
57.280739;29.390900;0.008534
57.282280;29.387430;0.006628
57.285812;29.381947;0.003063
57.287663;29.376005;0.002262
57.285965;29.370981;0.004829
57.283173;29.368944;0.008544
57.283310;29.370871;0.012817
57.288231;29.374985;0.018250
57.296364;29.378130;0.023873
57.303925;29.378998;0.027694
57.307823;29.378311;0.029791
57.307190;29.377031;0.031593
57.304695;29.376837;0.033410
57.305115;29.379004;0.034705
57.309353;29.382135;0.035345
57.315460;29.384308;0.036359
57.323051;29.385452;0.038731
57.329929;29.384596;0.041304
57.331974;29.380013;0.042837
57.331402;29.374781;0.044865
57.333778;29.373800;0.048584
57.338223;29.375273;0.051981
57.341423;29.375523;0.053063
57.345024;29.376768;0.052949
57.350742;29.380514;0.054319
57.356155;29.383041;0.058212
57.359863;29.383183;0.063524
57.361660;29.383667;0.068197
57.360538;29.384550;0.070045
57.359081;29.383980;0.069541
57.362061;29.382191;0.070279
57.369133;29.379736;0.073203
57.375175;29.376953;0.075477
57.377987;29.376247;0.076492
57.379940;29.379341;0.077663
57.382286;29.383650;0.077870
57.383068;29.386028;0.076218
57.383743;29.387262;0.076421
57.388706;29.388596;0.082028
57.395618;29.388159;0.089568
57.398312;29.384863;0.093208
57.397705;29.381645;0.093154
57.398136;29.380144;0.092453
57.398891;29.377581;0.090716
57.397213;29.372860;0.086948
57.393959;29.369164;0.083024
57.392525;29.368271;0.080950
57.393681;29.368050;0.080335
57.394943;29.365984;0.079823
57.393944;29.361338;0.078888
57.389992;29.354469;0.076618
57.383144;29.346544;0.071894
57.375839;29.339756;0.067147
57.371716;29.336246;0.066254
57.370079;29.335873;0.067490
57.367455;29.335882;0.065694
57.364594;29.333918;0.060234
57.364193;29.329489;0.053730
57.364651;29.324003;0.047273
57.364548;29.320360;0.043153
57.366486;29.319828;0.044808
57.368675;29.319056;0.049280
57.364010;29.313585;0.047864
57.352917;29.304024;0.037484
57.344112;29.294512;0.024675
57.340904;29.287577;0.016744
57.339989;29.284542;0.015511
57.339821;29.286608;0.019433
