R;M;L
90.890366;101.000488;2.821169
90.871445;100.915199;2.336106
90.769150;100.789719;1.700746
90.614548;100.651520;1.104262
90.457718;100.546501;0.665764
90.329582;100.515083;0.404899
90.236298;100.564224;0.276598
90.175682;100.661514;0.219030
90.139801;100.758614;0.182115
90.116188;100.822411;0.146523
90.095688;100.848289;0.118088
90.077927;100.852135;0.100776
90.066391;100.851517;0.085890
90.061752;100.855103;0.066728
90.062759;100.864128;0.050721
90.066162;100.873734;0.047316
90.066826;100.877342;0.052829
90.064255;100.875496;0.056941
90.061958;100.874649;0.054822
90.058517;100.877121;0.049382
90.052895;100.879967;0.047228
90.050331;100.882347;0.051177
90.053619;100.887383;0.057779
90.059105;100.895912;0.063148
90.063210;100.904747;0.066300
90.065369;100.911652;0.068494
90.065659;100.917122;0.072053
90.064735;100.921638;0.076868
90.064217;100.926559;0.081295
90.067467;100.935341;0.087376
90.075378;100.949623;0.097686
90.083168;100.963585;0.108437
90.086540;100.971657;0.114750
90.087173;100.977760;0.119526
90.087082;100.987000;0.126801
90.085091;100.997437;0.134075
90.084290;101.009071;0.140315
90.088966;101.025314;0.149185
90.095436;101.043297;0.159810
90.097343;101.057281;0.166984
90.097206;101.068924;0.171653
90.101151;101.083763;0.180059
90.106911;101.101440;0.192685
90.108574;101.117508;0.204105
90.107597;101.131668;0.211695
90.108109;101.146942;0.216865
90.108910;101.163902;0.221799
90.109329;101.183083;0.228763
90.112534;101.205452;0.237991
90.119019;101.228897;0.247265
90.125404;101.250824;0.255582
90.128944;101.272263;0.262708
90.130516;101.295616;0.269247
90.134445;101.321815;0.278349
90.141342;101.348808;0.290456
90.148819;101.374222;0.302086
90.156639;101.397575;0.311185
90.164536;101.417755;0.317232
90.169785;101.432938;0.320100
90.172020;101.444237;0.320535
90.173256;101.453873;0.318762
90.172302;101.458809;0.313624
90.166977;101.454422;0.304855
90.159912;101.441727;0.295158
90.154396;101.424835;0.287640
90.149506;101.405190;0.283332
90.145309;101.382469;0.282316
90.144646;101.356010;0.283607
90.147644;101.326607;0.285146
90.151665;101.296539;0.285182
90.152580;101.264709;0.280876
90.146729;101.227745;0.268375
90.135712;101.187477;0.248164
90.124771;101.149086;0.225931
90.115631;101.114288;0.205969
90.108543;101.082558;0.188827
90.102760;101.053391;0.173347
90.094498;101.025917;0.157473
90.082504;101.000603;0.140499
90.071526;100.978508;0.124247
90.065735;100.960358;0.111789
90.066017;100.948463;0.106915
90.071815;100.944527;0.110770
90.078316;100.944412;0.117636
90.078720;100.941193;0.119914
90.073097;100.934189;0.117162
90.068176;100.928268;0.114524
90.067001;100.926453;0.114638
