R;M;L
41.472023;33.437267;56.194897
41.471790;33.437023;56.193584
41.471344;33.434975;56.191864
41.467907;33.428661;56.187405
41.462612;33.422398;56.182598
41.458691;33.421146;56.180351
41.457401;33.424053;56.179768
41.456165;33.427017;56.178570
41.452282;33.426384;56.175922
41.447414;33.421764;56.171989
41.444183;33.415813;56.166603
41.440727;33.410721;56.159309
41.436047;33.407688;56.152210
41.434971;33.408859;56.150387
41.439251;33.412922;56.153500
41.442917;33.414124;56.154415
41.443436;33.411003;56.152061
41.443951;33.408222;56.151714
41.443443;33.407150;56.151939
41.437881;33.404694;56.147503
41.429214;33.399933;56.140553
41.423115;33.395718;56.135941
41.420044;33.393181;56.131889
41.415798;33.389465;56.124363
41.410618;33.384693;56.116768
41.409855;33.383690;56.115471
41.412830;33.386227;56.118248
41.414013;33.387413;56.119213
41.413654;33.386150;56.118340
41.414833;33.383720;56.117546
41.416615;33.381721;56.116920
41.417145;33.382145;56.116833
41.416378;33.384148;56.116978
41.414078;33.384384;56.115692
41.410572;33.382195;56.112228
41.408512;33.380066;56.108650
41.408401;33.378151;56.107201
41.407032;33.374454;56.106823
41.404659;33.371841;56.105892
41.403801;33.373913;56.104610
41.402233;33.376461;56.101875
41.397488;33.374100;56.096542
41.394047;33.369736;56.092606
41.395836;33.368744;56.093513
41.397274;33.369041;56.095028
41.392727;33.366463;56.092785
41.387188;33.363094;56.088688
41.386272;33.362396;56.085545
41.387161;33.363476;56.084332
41.385445;33.364090;56.084797
41.382282;33.364185;56.085251
41.380909;33.364475;56.084244
41.381008;33.364773;56.081673
41.380383;33.364365;56.078274
41.378822;33.361595;56.075092
41.376041;33.355755;56.072495
41.370811;33.348995;56.069027
41.364082;33.344025;56.064087
41.359989;33.342175;56.060158
41.362549;33.345058;56.060246
41.372013;33.355526;56.065807
41.383141;33.372578;56.076866
41.389336;33.389175;56.090076
41.388802;33.400543;56.100876
41.386799;33.409634;56.108952
41.389938;33.421242;56.117474
41.396557;33.434956;56.126659
41.399406;33.445885;56.134171
41.397156;33.451836;56.140621
41.393528;33.455460;56.149044
41.389336;33.458321;56.161610
41.385563;33.460396;56.178482
41.385399;33.462349;56.195812
41.387539;33.461174;56.205162
41.385105;33.449688;56.199688
41.375664;33.425903;56.181854
41.366680;33.398632;56.161777
41.365517;33.377956;56.147327
41.370911;33.366795;56.140167
41.379246;33.365398;56.138790
41.386208;33.368992;56.135445
41.383503;33.364868;56.117500
41.369869;33.348961;56.085915
41.355560;33.331417;56.056946
41.345795;33.318230;56.037750
41.336933;33.306675;56.022053
41.329136;33.296810;56.008385
41.325115;33.290928;55.999790
41.322552;33.286514;55.993187
41.319096;33.280575;55.984760
41.316902;33.275043;55.977100
41.317547;33.273117;55.973434
41.318256;33.273571;55.971638
41.315445;33.271648;55.967434
41.308079;33.265915;55.960529
41.299362;33.260422;55.954617
41.294140;33.257095;55.950855
41.293388;33.254662;55.947384
41.295269;33.254845;55.946144
41.297039;33.259464;55.949669
41.294456;33.264404;55.953041
41.287956;33.265350;55.949299
41.286533;33.267750;55.938152
41.297859;33.283955;55.926266
41.317608;33.314880;55.924088
41.329578;33.341770;55.936768
41.319992;33.350037;55.963413
41.292873;33.351311;56.019520
41.262482;33.359272;56.135399
41.238808;33.364346;56.315979
41.234970;33.359909;56.536564
41.267467;33.351429;56.763393
