R;M;L
-3.125987;-0.175037;-0.676237
-3.126922;-0.200487;-0.702536
-3.166955;-0.273218;-0.797557
-3.211209;-0.307286;-0.828249
-3.179164;-0.293046;-0.794527
-3.173557;-0.281048;-0.794046
-3.154518;-0.263627;-0.766266
-3.154683;-0.271442;-0.780684
-3.203590;-0.329551;-0.840916
-3.195834;-0.306283;-0.817788
-3.166722;-0.263383;-0.775198
-3.173866;-0.267333;-0.765160
-3.243272;-0.303838;-0.818332
-3.235950;-0.268610;-0.805367
-3.186689;-0.119366;-0.776213
-3.170239;-0.141840;-0.769965
-3.173941;-0.229938;-0.687333
-3.029178;-0.377372;-0.303809
-2.875547;-0.438088;-0.017253
-2.645444;-0.402700;0.343880
-2.482168;-0.368090;0.562662
-2.544863;-0.472042;0.538250
-2.852473;-0.766228;0.173763
-3.030565;-0.934427;-0.240671
-3.084821;-0.885441;-0.686797
-3.095590;-0.695914;-0.734203
-3.098177;-0.480726;-0.702037
-3.117557;-0.379558;-0.680119
-3.110672;-0.258670;-0.663454
-3.117997;-0.242759;-0.676070
-3.139101;-0.236150;-0.700052
-3.136350;-0.238928;-0.711635
-3.125764;-0.197702;-0.709783
-3.138859;-0.193851;-0.730149
-3.128445;-0.204641;-0.715035
-3.132671;-0.195021;-0.715681
-3.130783;-0.195908;-0.730364
-3.141467;-0.183362;-0.714045
-3.142680;-0.189073;-0.724164
-3.138639;-0.172996;-0.717834
-3.134598;-0.166048;-0.713658
-3.133054;-0.179596;-0.725843
-3.126086;-0.169117;-0.717964
-3.125662;-0.157777;-0.718696
-3.118779;-0.133261;-0.677231
-3.115772;-0.139403;-0.695789
-3.120256;-0.140205;-0.685068
-3.100111;-0.104407;-0.669179
-3.119752;-0.139740;-0.696607
-3.127078;-0.124179;-0.665476
-3.098752;-0.112664;-0.667413
-3.080070;-0.091589;-0.634301
-3.064833;-0.091096;-0.631157
-3.078617;-0.083885;-0.640070
-3.080172;-0.081925;-0.633998
-3.088616;-0.076521;-0.637916
-3.073119;-0.064311;-0.625126
-3.059861;-0.045556;-0.602950
-3.067185;-0.034550;-0.591883
-3.071666;-0.041024;-0.610956
-3.072703;-0.037680;-0.607122
-3.039292;0.007691;-0.568239
-3.021296;0.023612;-0.513940
-3.013633;0.048490;-0.517942
-3.002094;0.074318;-0.488445
-3.005023;0.084819;-0.485126
-2.988488;0.090929;-0.477157
-2.991846;0.101434;-0.471083
-2.995462;0.119433;-0.446407
-2.972381;0.165077;-0.406832
-2.919675;0.204954;-0.354254
-2.914591;0.227007;-0.316401
-2.893317;0.256124;-0.311444
-2.872989;0.273790;-0.281858
-2.857913;0.304290;-0.256835
-2.875475;0.307666;-0.251877
-2.894759;0.290635;-0.269999
-2.843771;0.325105;-0.226890
-2.833601;0.350019;-0.239069
-2.841084;0.340144;-0.217059
-2.833840;0.345860;-0.207793
-2.842699;0.352957;-0.204383
-2.828220;0.356267;-0.196494
-2.835096;0.336416;-0.209015
-2.888131;0.272994;-0.313077
-2.899656;0.238165;-0.340839
-2.916519;0.214793;-0.369807
-2.903240;0.175236;-0.402994
-2.968758;0.119664;-0.461670
-2.992765;0.070038;-0.477374
-3.015911;0.026961;-0.523219
-3.037850;-0.018523;-0.577071
-3.062457;-0.055650;-0.624034
-3.055803;-0.061341;-0.625010
-3.110721;-0.127567;-0.664996
-3.143764;-0.151075;-0.709029
-3.109549;-0.142801;-0.694243
-3.115377;-0.148905;-0.702451
-3.124907;-0.146306;-0.690764
-3.129441;-0.149903;-0.695698
-3.119850;-0.156595;-0.685388
-3.107243;-0.159838;-0.708922
-3.105745;-0.159545;-0.707395
-3.081855;-0.154597;-0.711981
-3.098782;-0.171346;-0.716567
-3.108991;-0.165010;-0.714177
-3.141589;-0.193373;-0.729009
-3.135519;-0.185046;-0.730406
-3.127295;-0.187651;-0.733611
-3.073772;-0.128073;-0.678084
-3.082510;-0.158827;-0.686196
-3.106660;-0.167873;-0.704383
-3.106353;-0.176483;-0.718436
-3.117066;-0.172601;-0.712164
-3.134323;-0.181716;-0.709250
-3.123676;-0.176960;-0.704613
-3.130251;-0.167462;-0.718749
-3.107028;-0.153738;-0.717038
-3.102577;-0.146209;-0.709471
-3.101482;-0.146768;-0.696563
-3.126737;-0.165577;-0.700017
-3.112636;-0.154326;-0.686332
-3.102063;-0.132561;-0.676953
-3.079862;-0.135678;-0.662578
-3.085648;-0.146366;-0.672228
-3.087126;-0.143700;-0.669133
-3.083607;-0.133879;-0.676973
-3.109022;-0.161684;-0.702466
-3.084917;-0.138156;-0.680335
-3.079929;-0.127367;-0.682403
-3.096640;-0.150414;-0.696009
-3.109904;-0.172334;-0.710389
-3.102153;-0.156356;-0.690322
-3.097415;-0.140974;-0.693161
-3.087421;-0.140568;-0.680669
-3.111442;-0.167281;-0.725961
-3.080518;-0.144211;-0.705459
-3.130111;-0.180554;-0.746874
-3.119850;-0.179859;-0.727747
-3.106573;-0.172180;-0.714907
-3.098547;-0.170781;-0.707317
-3.109206;-0.175487;-0.706703
-3.137604;-0.202059;-0.722622
-3.115189;-0.179450;-0.712532
-3.133592;-0.178189;-0.716564
-3.117890;-0.196038;-0.712759
-3.149809;-0.212070;-0.750116
-3.138408;-0.196317;-0.741227
-3.131569;-0.201739;-0.734749
-3.101562;-0.187605;-0.724738
-3.146647;-0.210405;-0.753479
-3.120511;-0.195995;-0.742518
-3.107548;-0.178475;-0.716745
-3.077273;-0.159310;-0.710949
-3.108224;-0.189308;-0.740977
-3.109032;-0.205863;-0.744824
-3.100881;-0.195540;-0.719303
-3.082652;-0.179955;-0.711091
-3.142873;-0.215428;-0.747400
-3.096134;-0.183203;-0.738411
-3.122161;-0.219604;-0.762316
-3.137679;-0.219481;-0.764950
-3.167834;-0.244667;-0.795569
-3.163109;-0.234105;-0.772365
-3.105678;-0.193564;-0.724961
-3.110335;-0.188924;-0.730086
-3.136948;-0.218375;-0.760270
-3.151588;-0.255309;-0.760484
-3.174923;-0.256667;-0.777748
-3.161139;-0.222792;-0.752468
-3.158117;-0.250136;-0.764218
-3.147685;-0.251203;-0.739624
-3.129070;-0.213336;-0.735784
-3.144992;-0.232258;-0.739951
-3.142410;-0.216546;-0.736111
-3.176089;-0.257537;-0.797548
-3.146559;-0.245750;-0.763739
-3.154660;-0.259605;-0.768855
-3.159481;-0.249987;-0.757781
-3.160156;-0.237705;-0.761604
-3.131967;-0.225917;-0.758451
-3.162143;-0.266435;-0.787245
-3.158537;-0.241507;-0.762129
-3.151988;-0.236546;-0.751134
-3.141303;-0.219264;-0.732042
-3.167388;-0.248565;-0.740161
-3.187701;-0.261584;-0.748364
-3.174427;-0.254532;-0.744940
-3.139019;-0.211993;-0.720674
-3.086127;-0.140600;-0.670915
-3.068110;-0.120010;-0.669810
-3.078597;-0.129813;-0.664226
-3.088479;-0.139439;-0.672676
-3.077604;-0.148284;-0.674839
-3.154223;-0.217663;-0.732889
-3.098995;-0.171211;-0.671753
-3.028609;-0.097282;-0.585727
-3.032368;-0.112737;-0.604417
-3.075480;-0.148855;-0.649716
-3.102229;-0.161286;-0.653506
-3.078081;-0.157178;-0.637745
-3.077355;-0.162193;-0.638603
-3.085584;-0.166773;-0.647727
-3.113274;-0.196409;-0.681996
-3.114008;-0.219151;-0.676305
-3.120683;-0.211231;-0.669924
-3.163180;-0.271167;-0.729851
-3.195601;-0.308450;-0.775827
-3.195038;-0.321014;-0.794157
-3.218930;-0.339860;-0.828418
-3.232660;-0.347852;-0.834346
-3.225893;-0.359113;-0.838291
-3.252193;-0.382167;-0.857048
-3.239912;-0.363538;-0.844887
-3.196197;-0.310631;-0.795007
-3.217671;-0.339359;-0.805837
-3.211673;-0.320031;-0.804869
-3.250455;-0.359862;-0.841533
-3.263401;-0.364726;-0.839959
-3.270317;-0.285194;-0.866890
-3.218243;-0.181459;-0.834227
-3.254093;-0.272346;-0.815600
-3.188755;-0.331194;-0.642393
-3.057623;-0.377553;-0.331915
-2.831934;-0.361991;0.083712
-2.595566;-0.296738;0.462568
-2.452204;-0.280828;0.648351
-2.778520;-0.656746;0.284280
-3.086665;-0.996320;-0.222830
-3.159626;-1.061612;-0.578030
-3.176695;-0.968446;-0.813268
-3.165432;-0.770734;-0.831062
-3.165880;-0.581804;-0.794774
-3.185877;-0.460559;-0.779928
-3.173579;-0.312445;-0.733391
-3.151204;-0.284204;-0.731290
-3.161640;-0.277232;-0.743914
-3.173195;-0.276718;-0.756452
-3.164512;-0.272414;-0.758139
-3.158241;-0.247699;-0.755950
-3.151968;-0.228322;-0.725256
-3.188238;-0.240205;-0.757513
-3.199016;-0.250881;-0.785809
-3.153388;-0.200672;-0.746158
-3.167439;-0.215395;-0.760072
-3.214816;-0.257503;-0.810844
-3.198984;-0.239501;-0.788072
-3.239644;-0.276613;-0.807928
-3.194704;-0.223130;-0.745714
-3.163371;-0.198755;-0.713813
-3.153653;-0.179547;-0.700600
-3.141007;-0.173084;-0.715289
-3.170730;-0.193576;-0.731528
-3.150937;-0.178933;-0.715387
-3.126493;-0.160931;-0.694682
-3.150017;-0.165407;-0.700243
-3.153562;-0.160152;-0.697020
-3.149529;-0.160840;-0.693453
-3.135420;-0.137588;-0.686010
-3.129234;-0.136297;-0.681152
-3.119863;-0.112273;-0.681117
-3.109544;-0.102200;-0.665322
-3.082778;-0.063279;-0.625674
-3.093903;-0.079389;-0.646996
-3.090389;-0.065272;-0.637748
-3.095143;-0.040049;-0.626175
-3.097055;-0.042900;-0.629673
-3.103015;-0.047907;-0.629985
-3.067210;-0.005551;-0.585172
-3.049231;0.010795;-0.559995
-3.057691;0.023695;-0.548425
-3.061587;0.024709;-0.529535
-3.048088;0.020812;-0.506427
-3.048541;0.035083;-0.491844
-3.020232;0.093272;-0.443505
-2.989512;0.127259;-0.400850
-2.969558;0.152459;-0.362158
-2.942543;0.176279;-0.347234
-2.956004;0.183132;-0.331967
-2.914523;0.235881;-0.292932
-2.875369;0.271577;-0.242876
-2.888316;0.259561;-0.262317
-2.893427;0.276993;-0.252651
-2.878130;0.295542;-0.226538
-2.864901;0.317618;-0.210501
-2.854256;0.323070;-0.201614
-2.862214;0.327485;-0.207970
-2.877235;0.295384;-0.224575
-2.905605;0.276970;-0.249706
-2.889023;0.275518;-0.240823
-2.903186;0.237980;-0.280339
-2.929665;0.185711;-0.324765
-2.924799;0.170296;-0.361011
-2.931388;0.162283;-0.391919
-3.008680;0.064531;-0.498524
-3.019406;0.021116;-0.551825
-3.046753;-0.018774;-0.575848
-3.084350;-0.062199;-0.612101
-3.119881;-0.106318;-0.649560
-3.125446;-0.113670;-0.652833
-3.117836;-0.122146;-0.671695
-3.087407;-0.119949;-0.668598
-3.146799;-0.167188;-0.714159
-3.186989;-0.211504;-0.734576
-3.178956;-0.227062;-0.742593
-3.159470;-0.205251;-0.731408
-3.137403;-0.196622;-0.727114
-3.146943;-0.199882;-0.729281
-3.151920;-0.193848;-0.720168
-3.144240;-0.198067;-0.721821
-3.145949;-0.193508;-0.711506
-3.162127;-0.217115;-0.737448
-3.162376;-0.233494;-0.752800
-3.144714;-0.215520;-0.751102
-3.145914;-0.213999;-0.738642
-3.117492;-0.183292;-0.709133
-3.118266;-0.179201;-0.712436
-3.180615;-0.219725;-0.761469
-3.123953;-0.174828;-0.724215
-3.136531;-0.198659;-0.728385
-3.140242;-0.205015;-0.725583
-3.130692;-0.192863;-0.722437
-3.129929;-0.186315;-0.722050
-3.128910;-0.203888;-0.737596
-3.115406;-0.177031;-0.700184
-3.113531;-0.170419;-0.689125
-3.114069;-0.169585;-0.690555
-3.147161;-0.192784;-0.704647
-3.168976;-0.207380;-0.720463
-3.138002;-0.194856;-0.700027
-3.126925;-0.192589;-0.712317
-3.129026;-0.177928;-0.683360
-3.104433;-0.163620;-0.693934
-3.144172;-0.215285;-0.726211
-3.150587;-0.215805;-0.746348
-3.128069;-0.192221;-0.735486
-3.115974;-0.177946;-0.721267
-3.136090;-0.196490;-0.730734
-3.173604;-0.209531;-0.740633
-3.172884;-0.225768;-0.733829
-3.127560;-0.192495;-0.709805
-3.096447;-0.176886;-0.683285
-3.106415;-0.179284;-0.682001
-3.134729;-0.190475;-0.703454
-3.131097;-0.186519;-0.709237
-3.131687;-0.182486;-0.720362
-3.122291;-0.192069;-0.716592
-3.144417;-0.224482;-0.732545
-3.147686;-0.224783;-0.735670
-3.138472;-0.212693;-0.718905
-3.159401;-0.228256;-0.740982
-3.159063;-0.231687;-0.744632
-3.140472;-0.213426;-0.725035
-3.160205;-0.224714;-0.725677
-3.164786;-0.231533;-0.747853
-3.141985;-0.243272;-0.732656
-3.119273;-0.217732;-0.714535
-3.132475;-0.224324;-0.711574
-3.131988;-0.222918;-0.718175
-3.156565;-0.241502;-0.753198
-3.155482;-0.237275;-0.756964
-3.154403;-0.230562;-0.749279
-3.166762;-0.255034;-0.785518
-3.166207;-0.236890;-0.766645
-3.173922;-0.250361;-0.774300
-3.156582;-0.248773;-0.732269
-3.153023;-0.241685;-0.730975
-3.169017;-0.243479;-0.757585
-3.150052;-0.242700;-0.769216
-3.165192;-0.235905;-0.769827
-3.181111;-0.246087;-0.776900
-3.171285;-0.232685;-0.758314
-3.143551;-0.241426;-0.756266
-3.169730;-0.261719;-0.762748
-3.166030;-0.274274;-0.790418
-3.174563;-0.269359;-0.784592
-3.174833;-0.248870;-0.768092
-3.131962;-0.216250;-0.723780
-3.149721;-0.240394;-0.743973
-3.147506;-0.239404;-0.734029
-3.150634;-0.237566;-0.741054
-3.144896;-0.238410;-0.741453
-3.137423;-0.231986;-0.740293
-3.166699;-0.259686;-0.766677
-3.157123;-0.245153;-0.747238
-3.153659;-0.237241;-0.761727
-3.164927;-0.245538;-0.765456
-3.156576;-0.253105;-0.779959
-3.160911;-0.249808;-0.762530
-3.178458;-0.263835;-0.775265
-3.182960;-0.281263;-0.776919
-3.153416;-0.235033;-0.737446
-3.148187;-0.231259;-0.752762
-3.151829;-0.239798;-0.772126
-3.155901;-0.237054;-0.775473
-3.139564;-0.217946;-0.767626
-3.119524;-0.188417;-0.740059
-3.127214;-0.179038;-0.707584
-3.087712;-0.136331;-0.669943
-3.113314;-0.164151;-0.703865
-3.145547;-0.192573;-0.719014
-3.149706;-0.217119;-0.711687
-3.113649;-0.186634;-0.686019
-3.065794;-0.101637;-0.616862
-3.058758;-0.100085;-0.608762
-3.072218;-0.125659;-0.619694
-3.104710;-0.160877;-0.636397
-3.070204;-0.138051;-0.612281
-3.083492;-0.139681;-0.623302
-3.088255;-0.145702;-0.625797
-3.106710;-0.164553;-0.652233
-3.092097;-0.174619;-0.653782
-3.097290;-0.173833;-0.662565
-3.113679;-0.183122;-0.676171
-3.187077;-0.285072;-0.766164
-3.171259;-0.275672;-0.767370
-3.178003;-0.289522;-0.784508
-3.174671;-0.285631;-0.787955
-3.177970;-0.290610;-0.813103
-3.196771;-0.304716;-0.834032
-3.214710;-0.328552;-0.858233
-3.194156;-0.319318;-0.857289
-3.179974;-0.294325;-0.804676
-3.175092;-0.295941;-0.768683
-3.201041;-0.320290;-0.789011
-3.211575;-0.304940;-0.781609
-3.223400;-0.316026;-0.792207
-3.213610;-0.273547;-0.798413
-3.208729;-0.165877;-0.811594
-3.289879;-0.211925;-0.797649
-3.195350;-0.171683;-0.594334
-2.978364;-0.047650;-0.201219
-2.728654;0.059420;0.234266
-2.478082;0.182852;0.573300
-2.348849;0.247122;0.728131
-2.584664;-0.059252;0.455306
-2.967136;-0.536740;-0.132276
-3.312922;-1.063831;-0.944880
-3.328624;-1.037709;-1.063213
-3.225570;-0.826865;-0.939213
-3.167986;-0.646765;-0.864214
-3.163881;-0.506795;-0.803252
-3.136696;-0.346501;-0.729545
-3.106153;-0.261043;-0.693213
-3.141919;-0.272465;-0.709498
-3.164682;-0.264596;-0.729142
-3.178747;-0.271540;-0.747925
-3.171886;-0.262810;-0.752068
-3.131268;-0.224456;-0.717200
-3.173407;-0.253961;-0.741150
-3.194017;-0.257804;-0.767340
-3.171913;-0.250796;-0.743064
-3.161694;-0.236381;-0.715861
-3.143293;-0.212666;-0.684783
-3.176046;-0.236746;-0.706236
-3.171854;-0.232149;-0.713049
-3.143120;-0.209381;-0.700486
-3.119552;-0.187130;-0.668719
-3.125695;-0.192006;-0.662012
-3.141913;-0.212813;-0.676575
-3.164331;-0.220100;-0.685197
-3.163757;-0.222565;-0.695196
-3.164474;-0.210218;-0.685647
-3.120324;-0.171260;-0.648454
-3.110018;-0.156330;-0.633824
-3.127012;-0.182736;-0.671897
-3.114036;-0.153511;-0.643746
-3.093741;-0.139270;-0.642894
-3.100142;-0.146989;-0.637822
-3.085875;-0.141189;-0.616388
-3.099854;-0.147272;-0.605804
-3.078180;-0.123646;-0.568869
-3.081136;-0.104499;-0.532880
-3.085470;-0.108603;-0.543136
-3.071375;-0.111588;-0.550120
-3.078551;-0.096489;-0.535488
-3.066350;-0.084663;-0.530673
-3.013330;-0.033568;-0.493047
-3.044360;-0.052229;-0.503991
-3.046196;-0.042643;-0.477991
-3.054491;-0.057171;-0.470591
-3.020072;-0.018910;-0.431759
-3.000207;0.023915;-0.375014
-2.981633;0.054338;-0.346601
-2.976408;0.034038;-0.360127
-2.991850;0.024846;-0.369519
-2.990586;0.055439;-0.351353
-2.959439;0.078281;-0.293487
-2.921403;0.109734;-0.248366
-2.957513;0.101487;-0.239069
-2.940058;0.107276;-0.210912
-2.933541;0.109188;-0.215048
-2.913072;0.134265;-0.185857
-2.898717;0.156414;-0.156666
-2.872479;0.170897;-0.138325
-2.881634;0.162041;-0.151157
-2.910424;0.146381;-0.203517
-2.909676;0.130118;-0.220052
-2.916075;0.123585;-0.250881
-2.913087;0.119806;-0.267501
-2.961081;0.081322;-0.324681
-2.979019;0.047572;-0.396932
-2.980251;0.008741;-0.451355
-2.999396;-0.005548;-0.470470
-3.022759;-0.037923;-0.525065
-3.060763;-0.073657;-0.559594
-3.094633;-0.101815;-0.607385
-3.078727;-0.117400;-0.619005
-3.098129;-0.136260;-0.644835
-3.096777;-0.134108;-0.644140
-3.104122;-0.157620;-0.675652
-3.106387;-0.175277;-0.706905
-3.155585;-0.209212;-0.765370
-3.143554;-0.200004;-0.746675
-3.122050;-0.188213;-0.706621
-3.136801;-0.190978;-0.690422
-3.138721;-0.207092;-0.692392
-3.161653;-0.234231;-0.696945
-3.134723;-0.205567;-0.684274
-3.128375;-0.207132;-0.692184
-3.122974;-0.208871;-0.706294
-3.126960;-0.196144;-0.712050
-3.142399;-0.216659;-0.727967
-3.151551;-0.221761;-0.728295
-3.122038;-0.181050;-0.697794
-3.104580;-0.166865;-0.685204
-3.128630;-0.189196;-0.696295
-3.121248;-0.201538;-0.683617
-3.109215;-0.192611;-0.674384
-3.107516;-0.192040;-0.681081
-3.102889;-0.171921;-0.663836
-3.124614;-0.204250;-0.702136
-3.113700;-0.187493;-0.699530
-3.107350;-0.185723;-0.685642
-3.118568;-0.192652;-0.702669
-3.127633;-0.196656;-0.706088
-3.137731;-0.202556;-0.705287
-3.144040;-0.203721;-0.714474
-3.125805;-0.187579;-0.702045
-3.120919;-0.180481;-0.680746
-3.111726;-0.176657;-0.658067
-3.116398;-0.189198;-0.663376
-3.100230;-0.183140;-0.664119
-3.096462;-0.171141;-0.675281
-3.122663;-0.209265;-0.718823
-3.124320;-0.196668;-0.695364
-3.152415;-0.212749;-0.715738
-3.128581;-0.207391;-0.720352
-3.134716;-0.210818;-0.727892
-3.121388;-0.204516;-0.718984
-3.128987;-0.210272;-0.711107
-3.140547;-0.241005;-0.738624
-3.149006;-0.232040;-0.730228
-3.130080;-0.210419;-0.696514
-3.130444;-0.212309;-0.701981
-3.104370;-0.196807;-0.694185
