R;M;L
179.492020;170.528931;12.722456
179.496399;170.537170;12.732307
179.501328;170.545975;12.741557
179.506775;170.556107;12.751554
179.512787;170.567108;12.763436
179.519882;170.578262;12.776254
179.528931;170.590942;12.789521
179.539291;170.605545;12.804073
179.550369;170.619705;12.818652
179.559784;170.631210;12.830489
179.565552;170.640945;12.839174
179.569672;170.651093;12.848633
179.575897;170.662750;12.862105
179.583496;170.673889;12.876781
179.591644;170.685425;12.891243
179.602905;170.699844;12.908527
179.614395;170.714188;12.925837
179.620728;170.724014;12.937351
179.624039;170.732620;12.946387
179.631119;170.744919;12.959972
179.640717;170.757858;12.975701
179.648148;170.767517;12.988313
179.654602;170.777100;13.000567
179.660477;170.787430;13.013966
179.662430;170.793549;13.024285
179.662628;170.796829;13.032826
179.666779;170.804001;13.045699
179.676636;170.816025;13.063876
179.689972;170.829132;13.083360
179.701294;170.838974;13.099581
179.706711;170.843552;13.109632
179.707413;170.843857;13.114900
179.706879;170.841690;13.119025
179.707077;170.839188;13.124479
179.710251;170.840302;13.133486
179.714294;170.843979;13.143460
179.712677;170.843185;13.147496
179.706650;170.838470;13.146315
179.702972;170.834534;13.146072
179.702850;170.832031;13.148287
179.705887;170.830414;13.153193
179.713333;170.831299;13.161591
179.722031;170.832291;13.168812
179.726151;170.828094;13.168725
179.726761;170.820312;13.163349
179.729797;170.815659;13.158952
179.736496;170.814194;13.156960
179.743774;170.812393;13.154511
179.748932;170.808792;13.148287
179.749741;170.801590;13.136319
179.746613;170.790298;13.120342
179.743561;170.778076;13.104294
179.740463;170.766037;13.088255
179.734634;170.752518;13.070011
179.728333;170.738556;13.051064
179.722076;170.725174;13.032757
179.714081;170.711288;13.014624
179.707138;170.699860;12.999737
179.702850;170.692734;12.989258
179.697403;170.686157;12.979095
179.691757;170.679626;12.969063
179.690308;170.677826;12.962878
179.692932;170.681549;12.961479
179.697952;170.688568;12.964856
179.705826;170.696899;12.971675
179.711807;170.702286;12.975196
179.710266;170.700195;12.970888
179.703110;170.693329;12.963500
179.695816;170.687668;12.958929
179.692322;170.686829;12.959381
179.694992;170.691071;12.964809
179.701050;170.695618;12.970856
179.706848;170.697220;12.973631
179.712936;170.698074;12.974903
179.719528;170.701065;12.977860
179.725693;170.706512;12.983482
179.731796;170.712952;12.990590
179.737671;170.718552;12.996267
179.742615;170.722244;12.999195
179.746887;170.725098;13.001618
179.750397;170.728012;13.004904
179.752441;170.730896;13.008680
179.754868;170.734543;13.013624
179.758087;170.737137;13.018472
179.761017;170.736542;13.020374
179.763687;170.734268;13.020042
179.766724;170.733948;13.020742
179.769943;170.736450;13.022609
179.772461;170.738983;13.022698
179.775177;170.740250;13.021108
179.778290;170.741364;13.020212
179.781540;170.742203;13.020027
179.785217;170.742035;13.020143
179.788239;170.740219;13.020433
179.787460;170.736160;13.019180
179.783615;170.730881;13.015882
179.781097;170.726624;13.013093
179.781967;170.724197;13.012444
179.784241;170.723373;13.012757
179.786377;170.723785;13.012816
179.787476;170.723602;13.011386
179.784912;170.718628;13.005564
179.777725;170.708969;12.995723
179.772705;170.703842;12.990061
179.777069;170.709763;12.995470
179.788223;170.721710;13.007261
179.799011;170.732666;13.016693
179.805405;170.740402;13.021499
179.805328;170.742325;13.022222
179.799606;170.736404;13.017956
179.793015;170.727386;13.010951
179.791489;170.722870;13.008290
179.796753;170.726196;13.013661
179.803284;170.731415;13.020771
179.804016;170.730621;13.020972
179.798019;170.723145;13.014195
179.789688;170.714294;13.005397
179.781982;170.706161;12.995618
179.774826;170.696609;12.982910
179.767532;170.685455;12.968012
179.758774;170.674789;12.953876
179.747513;170.663589;12.941190
179.734131;170.650635;12.928721
179.720688;170.638443;12.915986
179.707733;170.627655;12.902939
179.695541;170.616501;12.890201
179.683151;170.603607;12.877830
179.669266;170.588074;12.864420
179.656235;170.572678;12.852493
179.648560;170.563187;12.846815
179.643356;170.557999;12.844126
179.634384;170.549988;12.836498
179.621475;170.536942;12.822877
179.608383;170.522598;12.807893
179.597748;170.510727;12.795777
179.591599;170.503372;12.787992
179.588837;170.500259;12.782861
179.587753;170.499802;12.779222
179.585800;170.498428;12.775632
179.576691;170.490189;12.766920
179.560272;170.475037;12.751595
179.544022;170.459244;12.735867
179.531372;170.446228;12.724020
179.519867;170.434952;12.713483
179.508667;170.423203;12.701161
179.498581;170.410629;12.688516
179.489410;170.398315;12.677293
179.477600;170.385254;12.664806
179.461990;170.370087;12.649894
179.448151;170.356750;12.637051
179.437454;170.346161;12.627070
179.425049;170.334045;12.615439
179.410522;170.320374;12.601686
179.396088;170.307312;12.587268
179.380127;170.293823;12.572371
179.363495;170.281509;12.559983
179.350967;170.272614;12.551956
179.342148;170.264755;12.544757
179.331543;170.252579;12.534636
179.317429;170.236267;12.522038
179.304596;170.221771;12.510269
179.295578;170.211792;12.500750
179.287033;170.202942;12.491077
179.277649;170.194107;12.480785
179.271057;170.188217;12.473569
179.266571;170.183502;12.468539
179.260071;170.175613;12.461508
179.254410;170.168732;12.455987
179.252792;170.167068;12.455619
179.248856;170.162918;12.452324
179.236038;170.148819;12.438159
179.218582;170.130173;12.419184
179.205460;170.117538;12.406734
179.200562;170.113922;12.402543
179.200714;170.115280;12.401133
179.202377;170.119095;12.401552
179.203445;170.124786;12.405333
179.200531;170.127274;12.407311
179.193115;170.125183;12.403107
179.188095;170.127747;12.398968
179.186722;170.137161;12.399328
179.179794;170.141708;12.398019
179.162323;170.134262;12.391524
179.139175;170.118835;12.384046
179.117889;170.102371;12.380149
179.104294;170.089096;12.380370
179.099838;170.079224;12.380957
179.102509;170.072479;12.379229
179.105713;170.067505;12.374514
179.098190;170.056656;12.362692
179.075439;170.033340;12.340350
179.045242;170.002975;12.310906
179.018112;169.973572;12.279183
178.997711;169.945770;12.246706
178.982300;169.918365;12.214804
178.970154;169.894073;12.186134
178.959808;169.875259;12.163187
178.949524;169.860672;12.145873
178.938416;169.847107;12.131693
178.929779;169.835648;12.120502
178.925766;169.828735;12.113024
178.922043;169.823334;12.105548
178.914642;169.815994;12.095160
178.905365;169.806610;12.084332
178.897888;169.797150;12.076242
178.895477;169.790939;12.072002
178.895676;169.789215;12.068576
178.889496;169.785629;12.060361
178.873383;169.774689;12.047919
178.856842;169.759628;12.037395
178.849426;169.748749;12.030898
178.849380;169.745743;12.025812
178.848007;169.746933;12.021894
178.841492;169.747391;12.021269
178.832809;169.749603;12.017498
178.823135;169.764252;11.994755
178.810944;169.802353;11.951335
178.800461;169.867264;11.916849
178.804062;169.956253;11.933806
178.836197;170.062912;12.040328
178.915878;170.167709;12.280750
179.058044;170.237076;12.680138
179.247131;170.247986;13.186486
179.429626;170.193954;13.680291
179.536499;170.059753;14.024668
179.517136;169.833191;14.102857
179.380829;169.550568;13.879205
179.190277;169.290253;13.425029
179.004562;169.111633;12.864755
178.853653;169.034775;12.338434
178.750763;169.059723;11.974605
178.693314;169.165924;11.815189
178.667557;169.308990;11.800776
178.665482;169.445068;11.851713
178.683243;169.552155;11.913964
178.709961;169.626022;11.952908
178.728882;169.668808;11.956875
178.727814;169.682755;11.936813
178.707214;169.673141;11.910417
178.682190;169.654678;11.889582
178.664749;169.639618;11.873432
178.651611;169.626938;11.852769
178.634201;169.610764;11.826628
178.609970;169.590652;11.803198
178.582825;169.569870;11.784298
178.558685;169.552078;11.764421
178.541183;169.539078;11.742812
178.529053;169.530045;11.725877
178.521027;169.525192;11.718829
178.516144;169.523972;11.718991
178.513672;169.525040;11.720025
178.513184;169.526993;11.719270
178.511200;169.527069;11.716367
178.504105;169.522766;11.711151
178.494461;169.515793;11.705635
178.486313;169.510696;11.702650
178.481171;169.508942;11.702416
178.478897;169.509537;11.702931
178.477753;169.510406;11.702494
178.475296;169.510986;11.701067
178.471619;169.512344;11.700187
178.469009;169.513779;11.700501
178.468307;169.514435;11.701340
178.469254;169.516708;11.702579
178.468399;169.518356;11.701863
178.463181;169.515259;11.696811
178.457352;169.510605;11.691281
178.453293;169.508652;11.688479
178.448486;169.508270;11.686811
178.443878;169.509293;11.687509
178.442276;169.513336;11.692908
178.444214;169.520523;11.702817
178.451950;169.532913;11.718648
178.467621;169.551941;11.741392
178.488922;169.575882;11.767753
178.511063;169.600479;11.793180
178.531403;169.622940;11.816163
178.551270;169.645020;11.839280
178.572296;169.668442;11.863566
178.592285;169.689545;11.884406
178.608475;169.707031;11.900661
178.621338;169.724045;11.917227
178.628387;169.737564;11.932254
178.628952;169.743561;11.940890
178.628250;169.746490;11.947773
178.629410;169.749939;11.957587
178.630386;169.752884;11.967815
178.631180;169.755707;11.976263
178.631592;169.757385;11.981832
178.629761;169.756226;11.984260
178.625458;169.753601;11.985345
178.619385;169.750092;11.985089
178.612885;169.745956;11.984223
178.609039;169.744064;11.987175
178.609177;169.746429;11.996256
178.614380;169.752869;12.010122
178.624084;169.761810;12.026125
178.633255;169.769226;12.039760
178.636627;169.771240;12.047794
178.635010;169.769455;12.052349
178.631973;169.766678;12.056120
178.628326;169.762405;12.057982
178.625214;169.757370;12.058486
178.624954;169.753967;12.059873
178.624741;169.749908;12.059442
178.620331;169.741394;12.054436
178.613556;169.730301;12.048205
178.607697;169.720062;12.043710
178.602448;169.710052;12.038772
178.594498;169.697403;12.029473
178.581421;169.679840;12.012558
178.562546;169.655075;11.986663
178.539703;169.624435;11.953645
178.515686;169.592514;11.917504
178.492966;169.562866;11.883540
178.472931;169.535858;11.854711
178.454025;169.509903;11.827909
178.435089;169.484940;11.800220
178.418106;169.463669;11.774171
178.403809;169.446701;11.751782
178.390747;169.431686;11.731303
178.378510;169.417084;11.711621
178.366226;169.402481;11.692801
178.352417;169.385422;11.672307
178.336502;169.364044;11.646991
178.320068;169.341660;11.617936
178.304657;169.322189;11.590000
178.288834;169.304291;11.565791
178.268570;169.282150;11.540974
178.241440;169.252686;11.510625
178.210571;169.219391;11.477554
178.181961;169.189087;11.448211
178.158157;169.164551;11.424222
178.137360;169.144180;11.402851
178.119904;169.128494;11.384866
178.109726;169.120117;11.373878
178.104675;169.115051;11.367416
178.100632;169.108124;11.361606
178.099548;169.103851;11.360659
178.103302;169.105469;11.366666
178.107941;169.107681;11.373369
178.112091;169.108795;11.378474
178.115753;169.110626;11.382894
178.117752;169.111084;11.383962
178.121277;169.110077;11.382472
178.127869;169.111038;11.381727
178.133438;169.113617;11.381494
178.137192;169.117599;11.383263
178.144196;169.125443;11.391301
178.154846;169.136063;11.404771
178.163101;169.143341;11.416690
178.166107;169.144699;11.421468
178.166199;169.142105;11.418340
178.165283;169.137390;11.409858
178.162613;169.131149;11.400253
178.156952;169.123428;11.390594
178.149139;169.113617;11.379339
178.142380;169.103775;11.368748
178.136337;169.094894;11.360091
178.126968;169.084534;11.349192
178.114670;169.073212;11.335863
178.105103;169.064453;11.325772
178.100296;169.058121;11.320144
178.097870;169.052551;11.315939
178.097275;169.049591;11.313215
178.100540;169.050491;11.314656
178.108429;169.055435;11.321658
178.118164;169.062866;11.331523
178.126801;169.070724;11.341310
178.137955;169.081390;11.353837
178.154617;169.097427;11.370464
178.173676;169.115494;11.387258
178.191727;169.131805;11.402150
178.205658;169.144363;11.413695
178.214706;169.152100;11.420574
178.221603;169.157440;11.425766
178.227692;169.162430;11.431543
178.233276;169.167984;11.437069
178.241577;169.176285;11.444152
178.253433;169.188080;11.454386
178.263077;169.198181;11.463033
178.267166;169.203491;11.466763
178.269363;169.207504;11.470100
178.274139;169.213486;11.476602
178.282593;169.220947;11.485109
178.294510;169.231110;11.495584
178.309891;169.245789;11.509855
178.328430;169.264404;11.527499
178.346359;169.282059;11.543056
178.358841;169.294220;11.553637
178.371246;169.306168;11.566595
178.390503;169.324203;11.587244
178.413559;169.346664;11.611197
178.438065;169.371872;11.637409
178.466904;169.401230;11.668660
178.496506;169.429825;11.699212
178.520721;169.451904;11.722032
178.543488;169.471161;11.742228
178.572327;169.495392;11.768339
178.606522;169.525574;11.799974
178.641708;169.558990;11.833250
178.675934;169.593750;11.867661
178.707291;169.626129;11.901222
178.732315;169.652298;11.928808
178.752472;169.673386;11.949867
178.773743;169.693909;11.969803
178.798538;169.715591;11.992258
178.823715;169.737900;12.016148
178.848282;169.760971;12.039714
178.871841;169.784103;12.061774
178.890518;169.803986;12.079930
178.904266;169.819443;12.094134
178.918350;169.833633;12.108137
178.934814;169.848709;12.124032
178.951401;169.865021;12.141392
178.967911;169.881882;12.159628
178.985062;169.898636;12.177776
179.001404;169.915695;12.195418
179.015945;169.932617;12.212608
179.029709;169.948441;12.228969
179.044647;169.963760;12.245069
179.061981;169.979828;12.261474
179.080765;169.996033;12.277192
179.101151;170.014023;12.294076
179.123840;170.035156;12.314299
179.143921;170.055603;12.333326
179.159256;170.072617;12.348278
179.174225;170.090973;12.364364
179.190186;170.111710;12.383983
179.202850;170.131348;12.403169
179.211685;170.150986;12.420491
179.220734;170.173981;12.438654
179.229385;170.195679;12.457284
179.235703;170.210388;12.474603
179.244934;170.221588;12.494732
179.260681;170.234711;12.521890
179.279953;170.250183;12.552345
179.298950;170.265671;12.577452
179.315308;170.278946;12.591527
179.326797;170.288208;12.596402
179.330322;170.290237;12.594975
179.324600;170.281876;12.585691
179.314590;170.266663;12.569353
179.305862;170.250412;12.549685
179.298294;170.234222;12.527426
179.293457;170.218933;12.504241
179.292786;170.207382;12.485858
179.294632;170.200943;12.476666
179.297440;170.199661;12.475883
179.302704;170.203369;12.480222
179.311127;170.210358;12.487220
179.319092;170.216492;12.493397
179.322281;170.218903;12.495592
179.322113;170.219254;12.495007
179.321030;170.219162;12.493647
179.320831;170.219696;12.492226
179.324295;170.224014;12.493145
179.329224;170.230270;12.496615
179.328445;170.229187;12.496899
179.321793;170.220169;12.491597
179.321915;170.216736;12.490434
179.335129;170.228577;12.502591
179.348404;170.244904;12.518897
179.347702;170.248581;12.522584
179.337967;170.241272;12.511388
179.332291;170.245209;12.493631
179.332657;170.279510;12.472594
179.333664;170.343918;12.451653
179.337479;170.431015;12.451981
179.357574;170.541367;12.513689
179.412933;170.669907;12.680282
179.521744;170.788406;12.982898
179.687485;170.858566;13.417392
179.883865;170.862259;13.920099
180.051620;170.789093;14.365451
180.113388;170.605026;14.596437
180.034164;170.307404;14.510663
179.865906;169.989792;14.143040
179.688889;169.759857;13.629210
179.540634;169.642120;13.112468
179.429901;169.619476;12.707288
179.360229;169.682861;12.477096
179.323227;169.809631;12.407720
179.306793;169.958466;12.434021
179.311066;170.097839;12.494962
179.336761;170.212189;12.552659
179.369064;170.290726;12.587235
179.388916;170.328766;12.595356
179.388489;170.332108;12.584394
179.374649;170.318130;12.565799
179.364273;170.311264;12.553072
179.367081;170.323181;12.553462
179.376663;170.341995;12.561078
179.381180;170.351013;12.565319
179.377151;170.348221;12.562362
179.370163;170.343704;12.556578
179.369003;170.347351;12.555293
179.374298;170.356888;12.559930
179.377228;170.361221;12.564386
179.373993;170.358704;12.564911
179.370453;170.357681;12.564931
179.371002;170.362488;12.568165
179.371841;170.368637;12.571532
179.368652;170.369980;12.570639
179.364868;170.369934;12.569574
179.366516;170.374771;12.574213
179.372391;170.382935;12.582314
179.380615;170.392685;12.590772
179.393036;170.407028;12.602023
179.407684;170.424118;12.616615
179.417145;170.437363;12.629063
179.419449;170.443909;12.635411
179.418930;170.447266;12.638635
179.420181;170.452408;12.644216
179.424408;170.462097;12.653296
179.428406;170.471466;12.660960
179.428329;170.474701;12.664042
179.427292;170.475296;12.666904
179.428406;170.478851;12.671789
179.428131;170.482346;12.674264
179.427139;170.484970;12.675461
179.430481;170.493240;12.682734
179.435349;170.504959;12.694786
179.435699;170.511520;12.703799
179.433456;170.512238;12.708524
179.429733;170.510452;12.710472
179.423904;170.506775;12.710068
179.421341;170.505783;12.711663
179.426056;170.511734;12.719276
179.434021;170.522049;12.731231
179.438309;170.529449;12.742312
179.436630;170.530624;12.748338
179.432480;170.529053;12.750379
179.428864;170.528625;12.751602
179.425690;170.528854;12.753293
179.425476;170.532059;12.757760
179.429581;170.540848;12.766532
179.431778;170.548080;12.774528
179.427399;170.545929;12.775928
179.419968;170.539124;12.774084
179.416962;170.536667;12.776338
179.418457;170.538208;12.783533
179.418030;170.537888;12.790280
179.412216;170.534531;12.793472
179.405594;170.531845;12.796761
179.400864;170.529663;12.801528
179.393753;170.522919;12.802166
179.385757;170.512589;12.799105
179.384888;170.506897;12.800223
179.389099;170.505783;12.805216
179.391830;170.504166;12.808809
179.395508;170.504333;12.812860
179.401001;170.507645;12.819655
179.404160;170.510254;12.827662
179.406433;170.511963;12.836905
179.408890;170.512207;12.845320
179.409103;170.508926;12.849328
179.410965;170.505981;12.851818
179.419098;170.507751;12.856551
179.429443;170.510880;12.860301
179.435150;170.509842;12.858579
179.435394;170.504532;12.851806
179.434433;170.499115;12.843281
179.434662;170.494904;12.833594
179.434509;170.489441;12.820890
179.435272;170.484146;12.808103
179.440689;170.482269;12.800061
179.446243;170.479858;12.793334
179.444168;170.471710;12.781769
179.437622;170.461197;12.767017
179.433777;170.453156;12.753449
179.433487;170.447357;12.741541
179.432144;170.440857;12.729627
179.426544;170.431519;12.716043
179.417038;170.419830;12.700762
179.405975;170.408051;12.685673
179.395844;170.398407;12.673514
179.391327;170.394058;12.666574
179.392181;170.393738;12.663237
179.393341;170.392075;12.659450
179.392868;170.387543;12.654661
179.390610;170.382736;12.649130
179.384018;170.376205;12.640205
179.375031;170.367523;12.629503
179.369995;170.361862;12.623569
179.369293;170.360870;12.622718
179.368698;170.359772;12.621602
179.368958;170.357910;12.620047
179.371750;170.357513;12.620665
179.371979;170.354874;12.619830
179.363861;170.345627;12.611596
179.349762;170.330963;12.597708
179.339340;170.318253;12.586847
179.337967;170.313202;12.583553
179.342300;170.315170;12.584657
179.348526;170.320129;12.588102
179.353149;170.324463;12.592427
179.348892;170.321426;12.590505
179.335678;170.309647;12.580734
179.325974;170.298645;12.572866
179.325912;170.294861;12.571935
179.330154;170.295380;12.573382
179.333649;170.296585;12.573512
179.333115;170.295151;12.570742
179.326828;170.287964;12.563445
179.318207;170.277100;12.553525
179.312088;170.267807;12.545776
179.309494;170.262817;12.542411
179.308380;170.260986;12.540661
179.305389;170.257477;12.536066
179.300308;170.250916;12.529132
179.297226;170.244904;12.524229
179.296494;170.239853;12.521047
179.293686;170.232742;12.515893
179.286545;170.224380;12.508749
179.276733;170.216141;12.500550
179.266739;170.207962;12.490973
179.260864;170.202072;12.483321
179.262558;170.201599;12.482056
179.268402;170.204376;12.485036
179.271149;170.204681;12.485966
179.267960;170.200653;12.482253
179.261627;170.193954;12.475198
179.254486;170.186249;12.466907
179.247620;170.178146;12.459270
179.242477;170.171036;12.453645
179.239334;170.165619;12.450143
179.236008;170.159912;12.446715
179.232361;170.154648;12.442771
179.230652;170.153122;12.440781
179.228745;170.152008;12.439241
179.222366;170.146057;12.433640
179.213562;170.138565;12.425152
179.206100;170.133316;12.417236
179.199539;170.128113;12.409484
179.194153;170.122162;12.402367
179.192078;170.118576;12.398782
179.191711;170.116257;12.398326
179.190216;170.112534;12.397956
179.190384;170.110657;12.398175
179.196945;170.116425;12.402872
179.207443;170.128845;12.411713
179.212753;170.138489;12.417191
179.207916;170.137756;12.413524
179.196869;170.128922;12.403863
